-1.200e+04	1.4786500e+07	1.9826260e+04
3.825e+03	7.3814208e+06	1.9826260e+04
3.795e+03	9.8330225e+06	1.9826260e+04
3.765e+03	1.1236261e+07	1.9826260e+04
3.735e+03	8.8585922e+06	1.9826260e+04
3.705e+03	2.2150177e+06	1.9826260e+04
3.675e+03	-5.7563844e+06	1.9826260e+04
3.645e+03	-8.6515812e+06	1.9826260e+04
3.615e+03	-5.8746765e+06	1.9826260e+04
3.585e+03	-2.9868730e+06	1.9826260e+04
3.555e+03	-1.3721872e+06	1.9826260e+04
3.525e+03	-6.0624650e+05	1.9826260e+04
3.495e+03	-1.7743800e+05	1.9826260e+04
3.465e+03	-3.8444900e+04	1.9826260e+04
3.435e+03	4.4359500e+04	1.9826260e+04
3.405e+03	2.3066940e+05	1.9826260e+04
3.375e+03	2.1144695e+05	1.9826260e+04
3.345e+03	1.6265150e+05	1.9826260e+04
3.315e+03	1.2716390e+05	1.9826260e+04
3.285e+03	1.2716390e+05	1.9826260e+04
3.255e+03	1.5821555e+05	1.9826260e+04
3.225e+03	2.6615700e+05	1.9826260e+04
3.195e+03	1.7595935e+05	1.9826260e+04
3.165e+03	1.7300205e+05	1.9826260e+04
3.135e+03	1.5230095e+05	1.9826260e+04
3.105e+03	1.0054820e+05	1.9826260e+04
3.075e+03	1.2864255e+05	1.9826260e+04
3.045e+03	7.8368450e+04	1.9826260e+04
3.015e+03	8.1325750e+04	1.9826260e+04
2.985e+03	1.1237740e+05	1.9826260e+04
2.955e+03	4.7316800e+04	1.9826260e+04
2.925e+03	5.4710050e+04	1.9826260e+04
2.895e+03	7.6889800e+04	1.9826260e+04
2.865e+03	4.5838150e+04	1.9826260e+04
2.835e+03	7.3932500e+04	1.9826260e+04
2.805e+03	0.0000000e+00	1.9826260e+04
2.775e+03	8.2804400e+04	1.9826260e+04
2.745e+03	9.0197650e+04	1.9826260e+04
2.715e+03	6.2103300e+04	1.9826260e+04
2.685e+03	9.4633600e+04	1.9826260e+04
2.655e+03	7.6889800e+04	1.9826260e+04
2.625e+03	2.8094350e+04	1.9826260e+04
2.595e+03	6.3581950e+04	1.9826260e+04
2.565e+03	9.6112250e+04	1.9826260e+04
2.535e+03	6.5060600e+04	1.9826260e+04
2.505e+03	-2.6615700e+04	1.9826260e+04
2.475e+03	-1.4786500e+03	1.9826260e+04
2.445e+03	-1.0794145e+05	1.9826260e+04
2.415e+03	-4.4359500e+03	1.9826260e+04
2.385e+03	8.1325750e+04	1.9826260e+04
2.355e+03	2.5137050e+04	1.9826260e+04
2.325e+03	6.3581950e+04	1.9826260e+04
2.295e+03	5.1752750e+04	1.9826260e+04
2.265e+03	4.4359500e+03	1.9826260e+04
2.235e+03	5.9146000e+04	1.9826260e+04
2.205e+03	-1.6265150e+04	1.9826260e+04
2.175e+03	1.1829200e+04	1.9826260e+04
2.145e+03	5.0274100e+04	1.9826260e+04
2.115e+03	3.2530300e+04	1.9826260e+04
2.085e+03	8.4283050e+04	1.9826260e+04
2.055e+03	4.8795450e+04	1.9826260e+04
2.025e+03	6.6539250e+04	1.9826260e+04
1.995e+03	6.3581950e+04	1.9826260e+04
1.965e+03	9.9069550e+04	1.9826260e+04
1.935e+03	7.5411150e+04	1.9826260e+04
1.905e+03	1.3307850e+04	1.9826260e+04
1.875e+03	4.5838150e+04	1.9826260e+04
1.845e+03	3.4008950e+04	1.9826260e+04
1.815e+03	8.7240350e+04	1.9826260e+04
1.785e+03	4.8795450e+04	1.9826260e+04
1.755e+03	-4.2880850e+04	1.9826260e+04
1.725e+03	4.2880850e+04	1.9826260e+04
1.695e+03	3.5487600e+04	1.9826260e+04
1.665e+03	3.2530300e+04	1.9826260e+04
1.635e+03	9.0197650e+04	1.9826260e+04
1.605e+03	-1.3307850e+04	1.9826260e+04
1.575e+03	1.1829200e+04	1.9826260e+04
1.545e+03	-1.0350550e+04	1.9826260e+04
1.515e+03	2.2179750e+04	1.9826260e+04
1.485e+03	6.5060600e+04	1.9826260e+04
1.455e+03	5.4710050e+04	1.9826260e+04
1.425e+03	3.6966250e+04	1.9826260e+04
1.395e+03	4.1402200e+04	1.9826260e+04
1.365e+03	1.0350550e+04	1.9826260e+04
1.335e+03	1.6265150e+04	1.9826260e+04
1.305e+03	3.5487600e+04	1.9826260e+04
1.275e+03	3.9923550e+04	1.9826260e+04
1.245e+03	-1.4786500e+03	1.9826260e+04
